,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_verifications,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,price,has_availability,first_review,last_review,instant_bookable,Unnamed: 0,host_id,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
3342,01/03/2022,within a day,69%,56%,['phone'],Bogenhausen,Entire rental unit,Entire home/apt,1 bath,"[""Free parking on premises"", ""Stainless steel oven"", ""Lockbox"", ""Miele refrigerator"", ""Self check-in"", ""Dishes and silverware"", ""Other induction stove"", ""Bed linens"", ""Wine glasses"", ""Dedicated workspace"", ""Cleaning products"", ""Fire extinguisher"", ""TV"", ""Elevator"", ""Iron"", ""Coffee maker: Nespresso"", ""Freezer"", ""Free street parking"", ""Room-darkening shades"", ""Clothing storage: wardrobe"", ""Bathtub"", ""Cooking basics"", ""Hot water"", ""Hair dryer"", ""Shower gel"", ""Dishwasher"", ""Shampoo"", ""Baking sheet"", ""Smoke alarm"", ""Central heating"", ""Private patio or balcony"", ""Board games"", ""Kitchen"", ""Wifi"", ""Body soap""]",$174.00,t,05/08/2024,22/09/2024,f,6377,447438238,1.0,2.0,48.1519243,11.6252493,2.0,1.0,1.0,1.0,2.0,365,2.0,365.0,5,11,27,286,6.0,6.0,2.0,5.0,5.0,5.0,4.67,5.0,4.83,4.83,1.0,1.0,0.0,0.0,3.46
3343,02/04/2022,within a day,90%,74%,['phone'],Maxvorstadt,Entire rental unit,Entire home/apt,1 bath,"[""Heating"", ""Hot water kettle"", ""Clothing storage: walk-in closet"", ""Dryer"", ""Dishes and silverware"", ""Blender"", ""Stove"", ""Host greets you"", ""Portable fans"", ""Elevator"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Hangers"", ""Ethernet connection"", ""TV"", ""Washer"", ""Iron"", ""Freezer"", ""Room-darkening shades"", ""Trash compactor"", ""Paid parking off premises"", ""Bathtub"", ""Cooking basics"", ""Hot water"", ""Hair dryer"", ""Extra pillows and blankets"", ""Drying rack for clothing"", ""Smoke alarm"", ""Bread maker"", ""Kitchen"", ""Mini fridge"", ""Body soap""]",$220.00,t,20/06/2024,25/08/2024,f,6378,452457415,1.0,1.0,48.14230802,11.5595733,3.0,1.0,1.0,2.0,1.0,30,1.0,30.0,18,46,76,166,7.0,7.0,0.0,5.0,4.86,4.86,5.0,5.0,5.0,4.71,1.0,1.0,0.0,0.0,2.14
3344,04/06/2024,within an hour,100%,100%,"['email', 'phone']",Bogenhausen,Entire condo,Entire home/apt,2 baths,"[""Lockbox"", ""Self check-in"", ""Portable fans"", ""Bed linens"", ""Cleaning products"", ""TV"", ""Washer"", ""Iron"", ""Coffee maker: Nespresso"", ""Free street parking"", ""Room-darkening shades"", ""Bathtub"", ""Cooking basics"", ""Hair dryer"", ""First aid kit"", ""Free dryer \u2013 In unit"", ""Dishwasher"", ""Private patio or balcony"", ""Kitchen"", ""Wifi""]",$253.00,t,16/06/2024,23/09/2024,f,6380,581434182,1.0,1.0,48.16294246,11.62578762,4.0,2.0,2.0,0.0,1.0,365,1.0,365.0,5,5,14,134,8.0,8.0,2.0,5.0,4.88,5.0,5.0,5.0,4.75,4.38,1.0,1.0,0.0,0.0,2.35
3345,04/06/2024,within an hour,100%,100%,"['email', 'phone']",Berg am Laim,Entire rental unit,Entire home/apt,1 bath,"[""Smoke alarm"", ""Dedicated workspace"", ""TV"", ""Washer"", ""Iron"", ""Kitchen"", ""Wifi""]",$241.00,t,22/06/2024,01/09/2024,t,6383,581460661,1.0,1.0,48.12674,11.64698,4.0,1.0,2.0,0.0,1.0,1125,1.0,1125.0,15,40,42,210,4.0,4.0,1.0,4.8,4.8,4.8,4.9,4.9,4.0,4.6,1.0,1.0,0.0,0.0,1.25
3346,01/01/2018,within a day,80%,50%,['phone'],Untergiesing-Harlaching,Entire rental unit,Entire home/apt,1 bath,"[""Smoke alarm"", ""BBQ grill"", ""TV"", ""Carbon monoxide alarm"", ""Washer"", ""Free parking on premises"", ""Kitchen"", ""Wifi"", ""Smoking allowed""]",$239.00,t,16/06/2024,18/06/2024,f,6385,165254073,1.0,1.0,48.10878,11.57275,2.0,1.0,1.0,1.0,3.0,365,3.2,365.0,18,48,55,228,2.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.59
3347,24/08/2014,within an hour,100%,80%,"['email', 'phone']",Pasing-Obermenzing,Private room in rental unit,Private room,1 shared bath,"[""Heating"", ""Lockbox"", ""Self check-in"", ""Dedicated workspace"", ""Fire extinguisher"", ""TV"", ""Washer"", ""Sound system"", ""Free street parking"", ""Lock on bedroom door"", ""Hot water"", ""Oven"", ""Hair dryer"", ""First aid kit"", ""Coffee"", ""Refrigerator"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Dining table"", ""Kitchen"", ""Wifi""]",$180.00,t,23/06/2024,01/09/2024,f,6386,20460266,2.0,2.0,48.15124548,11.47023561,2.0,1.0,1.0,2.0,1.0,365,1.0,365.0,26,56,63,176,13.0,13.0,3.0,5.0,5.0,4.62,5.0,5.0,4.85,5.0,2.0,0.0,2.0,0.0,4.11
3348,28/06/2014,within a day,75%,44%,"['email', 'phone']",Altstadt-Lehel,Entire rental unit,Entire home/apt,1 bath,"[""Hot water kettle"", ""Miele refrigerator"", ""Stove"", ""Elevator"", ""Wine glasses"", ""Bed linens"", ""Washer"", ""Room-darkening shades"", ""Extra pillows and blankets"", ""Shower gel"", ""Coffee"", ""Smoke alarm"", ""Private patio or balcony"", ""Dining table"", ""Outdoor dining area"", ""Kitchen"", ""Wifi"", ""Body soap"", ""Toaster""]",$800.00,t,17/06/2024,04/08/2024,f,6388,17378307,1.0,1.0,48.13492,11.56917,3.0,1.0,1.0,1.0,1.0,365,1.0,365.0,4,4,22,201,5.0,5.0,0.0,5.0,5.0,5.0,4.8,5.0,5.0,4.6,1.0,1.0,0.0,0.0,1.49
3349,10/09/2020,within an hour,100%,93%,"['email', 'phone']",Neuhausen-Nymphenburg,Entire rental unit,Entire home/apt,1 bath,"[""Heating"", ""Hot water kettle"", ""Lockbox"", ""Self check-in"", ""Dishes and silverware"", ""Stove"", ""Portable fans"", ""Wine glasses"", ""Bed linens"", ""Dedicated workspace"", ""Hangers"", ""TV"", ""Iron"", ""Coffee maker: Nespresso"", ""Room-darkening shades"", ""Bathtub"", ""Hot water"", ""Oven"", ""First aid kit"", ""Long term stays allowed"", ""Refrigerator"", ""Smoke alarm"", ""Dining table"", ""Kitchen"", ""Wifi"", ""Body soap""]",$380.00,t,12/06/2024,24/09/2024,f,6389,366904040,1.0,2.0,48.1460821,11.5419559,4.0,1.0,1.0,4.0,1.0,90,1.4,90.0,2,2,2,25,16.0,16.0,5.0,4.88,5.0,5.0,4.94,5.0,5.0,4.63,1.0,1.0,0.0,0.0,4.53
3350,17/12/2013,within a few hours,100%,36%,"['email', 'phone']",Sendling-Westpark,Entire rental unit,Entire home/apt,1 bath,"[""Heating"", ""Hot water kettle"", ""Coffee maker: french press, Nespresso"", ""Single level home"", ""Dishes and silverware"", ""Host greets you"", ""Portable fans"", ""Wine glasses"", ""Bed linens"", ""Cleaning products"", ""Portable air conditioning"", ""Washer"", ""Iron"", ""Freezer"", ""Free street parking"", ""Room-darkening shades"", ""Private entrance"", ""Bathtub"", ""Cooking basics"", ""Hot water"", ""Sonos and Bose Bluetooth sound system"", ""Oven"", ""Hair dryer"", ""Pets allowed"", ""Shower gel"", ""First aid kit"", ""Coffee"", ""Dishwasher"", ""Other electric stove"", ""Shampoo"", ""Refrigerator"", ""Books and reading material"", ""Baking sheet"", ""Smoke alarm"", ""Private patio or balcony"", ""HDTV with DVD player"", ""Dining table"", ""Kitchen"", ""Wifi"", ""Body soap"", ""Toaster""]",$109.00,t,12/07/2024,21/09/2024,f,6390,10669472,1.0,1.0,48.12003,11.51794,4.0,1.0,1.0,2.0,4.0,365,4.0,365.0,0,23,53,61,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,1.97
3351,17/04/2018,within a few hours,88%,83%,['phone'],Feldmoching-Hasenbergl,Entire rental unit,Entire home/apt,1 bath,"[""Smoke alarm"", ""Host greets you"", ""Kitchen"", ""Wifi""]",$87.00,t,20/06/2024,23/09/2024,f,6392,184855508,1.0,1.0,48.19809244,11.52831046,2.0,1.0,1.0,1.0,2.0,365,2.0,365.0,15,37,67,157,4.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,1.22
3352,29/06/2015,within an hour,100%,100%,"['email', 'phone']",Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,Entire rental unit,Entire home/apt,1 bath,"[""Dedicated workspace"", ""Paid parking on premises"", ""Washer"", ""Hair dryer"", ""Kitchen"", ""Wifi"", ""Host greets you""]",$250.00,t,19/08/2024,06/09/2024,f,6393,37060151,3.0,3.0,48.10301,11.54653,2.0,1.0,1.0,1.0,2.0,30,2.0,30.0,24,54,84,84,2.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,2.0,2.0,0.0,0.0,1.58
3353,08/05/2019,within an hour,100%,100%,"['email', 'phone']",Schwabing-West,Private room in casa particular,Private room,1 private bath,"[""Smoke alarm"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Lock on bedroom door"", ""Wifi""]",$50.00,t,15/06/2024,21/09/2024,t,6394,260635222,1.0,1.0,48.17658,11.56764,1.0,1.0,1.0,1.0,3.0,54,3.0,54.0,14,43,73,163,12.0,12.0,3.0,5.0,4.92,4.92,5.0,5.0,4.92,4.92,1.0,0.0,1.0,0.0,3.5
3354,05/06/2024,within an hour,100%,43%,"['email', 'phone']",Neuhausen-Nymphenburg,Entire rental unit,Entire home/apt,1 bath,"[""Free parking on premises"", ""Wifi"", ""Kitchen"", ""Washer""]",$793.00,t,20/06/2024,20/06/2024,f,6397,581705768,4.0,4.0,48.15752,11.52293,4.0,1.0,2.0,2.0,1.0,365,1.0,365.0,20,50,80,251,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,0.0,0.0,0.31
3355,29/06/2014,within an hour,75%,92%,"['email', 'phone']",Schwanthalerhöhe,Entire rental unit,Entire home/apt,1 bath,"[""Heating"", ""Hot water kettle"", ""Coffee maker"", ""Dryer"", ""Dishes and silverware"", ""Blender"", ""Stove"", ""Host greets you"", ""Portable fans"", ""Wine glasses"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Hangers"", ""TV"", ""Washer"", ""Laundromat nearby"", ""Sound system"", ""Freezer"", ""Rice maker"", ""Room-darkening shades"", ""Private entrance"", ""Bathtub"", ""Cooking basics"", ""Hot water"", ""Oven"", ""Hair dryer"", ""Clothing storage"", ""Shower gel"", ""Extra pillows and blankets"", ""First aid kit"", ""Coffee"", ""Conditioner"", ""Essentials"", ""Dishwasher"", ""Drying rack for clothing"", ""Shampoo"", ""Refrigerator"", ""Books and reading material"", ""Paid parking on premises"", ""Dining table"", ""Kitchen"", ""Wifi"", ""Body soap"", ""Toaster""]",$421.00,t,19/06/2024,24/09/2024,f,6399,17394192,1.0,4.0,48.13456045,11.53693976,4.0,1.0,1.0,2.0,2.0,365,2.0,365.0,21,51,81,171,5.0,5.0,2.0,4.6,4.6,4.6,4.8,4.6,4.8,3.8,1.0,1.0,0.0,0.0,1.52
3356,05/06/2024,within an hour,100%,50%,"['email', 'phone']",Obergiesing,Private room in bed and breakfast,Private room,1 private bath,"[""BBQ grill"", ""Outdoor furniture"", ""Luggage dropoff allowed"", ""Hot water kettle"", ""Coffee maker"", ""Dryer"", ""Dishes and silverware"", ""Blender"", ""Stove"", ""Host greets you"", ""Elevator"", ""Bed linens"", ""Shared patio or balcony"", ""Dedicated workspace"", ""Hangers"", ""TV"", ""Washer"", ""Microwave"", ""Iron"", ""Freezer"", ""Lock on bedroom door"", ""Room-darkening shades"", ""Clothing storage: wardrobe"", ""Bathtub"", ""Hot water"", ""Oven"", ""Hair dryer"", ""First aid kit"", ""Dishwasher"", ""Refrigerator"", ""Books and reading material"", ""Baking sheet"", ""Smoke alarm"", ""Central heating"", ""Dining table"", ""Outdoor dining area"", ""Kitchen"", ""Wifi"", ""Toaster"", ""Breakfast""]",$100.00,t,17/08/2024,02/09/2024,f,6400,581762135,1.0,1.0,48.11092318,11.58051903,1.0,1.0,1.0,0.0,1.0,1125,1.0,1125.0,3,3,23,200,3.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,0.0,2.25
3357,12/03/2021,within a few hours,100%,64%,['phone'],Schwabing-West,Entire rental unit,Entire home/apt,1 bath,"[""Hot water kettle"", ""Coffee maker"", ""Dishes and silverware"", ""Wine glasses"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Hangers"", ""Ethernet connection"", ""TV"", ""Washer"", ""Microwave"", ""Iron"", ""Freezer"", ""Room-darkening shades"", ""Private entrance"", ""Bathtub"", ""Cooking basics"", ""Hot water"", ""Oven"", ""Hair dryer"", ""Clothing storage"", ""Shower gel"", ""Extra pillows and blankets"", ""EV charger - level 2"", ""Coffee"", ""Dishwasher"", ""Other electric stove"", ""Shampoo"", ""Baking sheet"", ""Smoke alarm"", ""Central heating"", ""Siemens refrigerator"", ""Private patio or balcony"", ""Dining table"", ""Kitchen"", ""Wifi"", ""Body soap"", ""Toaster""]",$300.00,t,28/07/2024,24/09/2024,f,6401,392250594,1.0,1.0,48.17352,11.56566,4.0,1.0,2.0,2.0,2.0,365,2.0,365.0,7,16,17,44,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,2.5
3358,04/08/2011,within an hour,100%,90%,"['email', 'phone']",Obergiesing,Entire rental unit,Entire home/apt,1 bath,"[""Smoke alarm"", ""Bathtub"", ""Hangers"", ""TV"", ""Hot water"", ""Washer"", ""Heating"", ""Paid parking on premises"", ""Hair dryer"", ""Clothing storage"", ""Outdoor dining area"", ""Essentials"", ""Kitchen"", ""Room-darkening shades"", ""Wifi"", ""Host greets you"", ""Bed linens""]",$350.00,t,01/07/2024,01/09/2024,f,6402,919362,1.0,1.0,48.11707623,11.59390998,3.0,1.0,1.0,2.0,2.0,14,2.0,14.0,18,29,29,40,6.0,6.0,1.0,5.0,5.0,5.0,4.67,5.0,5.0,4.83,1.0,1.0,0.0,0.0,2.07
3359,24/08/2023,within an hour,100%,100%,['phone'],Ludwigsvorstadt-Isarvorstadt,Entire rental unit,Entire home/apt,1 bath,"[""Heating"", ""Hot water kettle"", ""Coffee maker"", ""Lockbox"", ""Self check-in"", ""Dishes and silverware"", ""Stove"", ""Elevator"", ""Bed linens"", ""Dedicated workspace"", ""Hangers"", ""TV"", ""Microwave"", ""Iron"", ""Patio or balcony"", ""Cooking basics"", ""Hair dryer"", ""Essentials"", ""Dishwasher"", ""Long term stays allowed"", ""Shampoo"", ""Refrigerator"", ""Smoke alarm"", ""Kitchen"", ""Wifi"", ""Toaster"", ""Noise decibel monitors on property""]",$722.00,t,22/06/2024,12/09/2024,t,6403,533604534,2.0,3.0,48.1382036,11.5583221,2.7,1.0,3.0,1.5,1.0,90,2.7,90.0,5,18,34,274,12.0,12.0,2.0,4.42,4.25,4.08,4.25,4.67,4.33,4.33,2.0,2.0,0.0,0.0,3.75
3360,05/09/2019,within an hour,100%,100%,"['email', 'phone']",Allach-Untermenzing,Entire home,Entire home/apt,2.5 baths,"[""Smoke alarm"", ""Dedicated workspace"", ""BBQ grill"", ""TV"", ""Washer"", ""Exercise equipment"", ""Free parking on premises"", ""Outdoor dining area"", ""Kitchen"", ""Wifi""]",$447.00,t,22/09/2024,22/09/2024,f,6404,292149227,4.0,4.0,48.18075,11.46582,8.0,1.1,4.0,4.0,2.0,365,2.0,365.0,6,6,6,19,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,3.0,0.0,1.0
3361,15/09/2023,within an hour,100%,59%,"['email', 'phone']",Sendling-Westpark,Private room in home,Private room,1 private bath,"[""BBQ grill"", ""Heating"", ""Hot water kettle"", ""Free parking on premises"", ""Dishes and silverware"", ""Blender"", ""Stove"", ""Wine glasses"", ""Bed linens"", ""Dedicated workspace"", ""Fire extinguisher"", ""Hangers"", ""Washer"", ""Microwave"", ""Iron"", ""Lock on bedroom door"", ""Room-darkening shades"", ""Trash compactor"", ""Bathtub"", ""Cooking basics"", ""Hot water"", ""Oven"", ""Hair dryer"", ""Clothing storage"", ""Extra pillows and blankets"", ""First aid kit"", ""Fire pit"", ""Coffee"", ""Dishwasher"", ""Refrigerator"", ""Baking sheet"", ""Smoke alarm"", ""Dining table"", ""Outdoor dining area"", ""Kitchen"", ""Wifi"", ""Toaster""]",$126.00,t,20/06/2024,16/09/2024,f,6405,537206948,1.0,3.0,48.10516,11.53374,2.0,1.0,1.0,1.0,2.0,1125,2.0,1125.0,13,17,39,314,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.6,1.0,0.0,1.0,0.0,1.53
3362,27/02/2015,within an hour,100%,55%,"['email', 'phone']",Bogenhausen,Private room in rental unit,Private room,2 baths,"[""Smoke alarm"", ""TV"", ""Washer"", ""Outdoor dining area"", ""Kitchen"", ""Lock on bedroom door"", ""Wifi""]",$154.00,t,21/06/2024,18/08/2024,f,6407,28444885,3.0,4.0,48.16474756,11.63136003,2.0,2.0,1.0,1.0,1.0,365,1.0,365.0,0,23,53,233,2.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,4.5,4.5,3.0,0.0,3.0,0.0,0.62
3363,08/05/2023,within a day,100%,71%,['phone'],Maxvorstadt,Entire rental unit,Entire home/apt,1 bath,"[""Smoke alarm"", ""Dedicated workspace"", ""TV"", ""Carbon monoxide alarm"", ""Heating"", ""Hot water"", ""Washer"", ""Essentials"", ""Kitchen"", ""Wifi""]",$250.00,t,21/06/2024,31/08/2024,f,6409,513717181,1.0,1.0,48.15201544,11.55394079,2.0,1.0,1.0,1.0,1.0,365,1.0,365.0,22,52,82,262,10.0,10.0,1.0,4.9,5.0,4.7,4.8,4.9,4.9,5.0,1.0,1.0,0.0,0.0,3.09
3364,20/06/2022,within an hour,100%,100%,"['email', 'phone']",Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,Entire home,Entire home/apt,2.5 baths,"[""BBQ grill"", ""Outdoor furniture"", ""Hot water kettle"", ""Free parking on premises"", ""Dishes and silverware"", ""Blender"", ""Portable fans"", ""Portable heater"", ""Bed linens"", ""Sound system with Bluetooth and aux"", ""Dedicated workspace"", ""Cleaning products"", ""Free washer \u2013 In unit"", ""Hangers"", ""Ethernet connection"", ""Wine glasses"", ""Sun loungers"", ""Coffee maker: pour-over coffee"", ""Microwave"", ""Iron"", ""Game console: PS4"", ""Indoor fireplace"", ""Freezer"", ""Free street parking"", ""Room-darkening shades"", ""Private entrance"", ""Bathtub"", ""Clothing storage: walk-in closet, wardrobe, and dresser"", ""Cooking basics"", ""Hot water"", ""Oven"", ""Hair dryer"", ""Shower gel"", ""Extra pillows and blankets"", ""Free dryer \u2013 In unit"", ""Fire pit"", ""Conditioner"", ""Essentials"", ""Ping pong table"", ""Dishwasher"", ""Other electric stove"", ""Drying rack for clothing"", ""Shampoo"", ""Refrigerator"", ""Books and reading material"", ""Baking sheet"", ""Central heating"", ""Barbecue utensils"", ""Private patio or balcony"", ""Movie theater"", ""Board games"", ""Dining table"", ""Private backyard \u2013 Fully fenced"", ""Ceiling fan"", ""Hammock"", ""Kitchen"", ""Outdoor dining area"", ""Wifi"", ""Body soap"", ""Toaster"", ""Bikes""]",$262.00,t,30/08/2024,30/08/2024,f,6410,465167049,1.0,1.0,48.08655095,11.48930509,6.0,1.1,3.0,1.5,10.0,35,10.0,35.0,0,0,0,133,1.0,1.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,1.0
3365,17/08/2008,within an hour,100%,100%,"['email', 'phone']",Bogenhausen,Private room in home,Private room,1 private bath,"[""Smoke alarm"", ""Fire extinguisher"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Washer"", ""Free parking on premises"", ""Hair dryer"", ""First aid kit"", ""Iron"", ""Lockbox"", ""Self check-in"", ""Lock on bedroom door"", ""Wifi"", ""Host greets you""]",$239.00,t,20/06/2024,20/06/2024,f,6412,2179,3.0,5.0,48.15663,11.65375,2.0,1.0,1.0,1.0,2.0,1125,2.0,1125.0,29,59,89,89,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,0.0,0.31
3366,17/11/2022,within an hour,98%,89%,"['email', 'phone', 'work_email']",Tudering-Riem,Entire rental unit,Entire home/apt,1 bath,"[""Heating"", ""Dryer"", ""Lockbox"", ""Self check-in"", ""Dishes and silverware"", ""Backyard"", ""Stove"", ""Bed linens"", ""Fire extinguisher"", ""Hangers"", ""TV"", ""Washer"", ""Microwave"", ""Free street parking"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib"", ""Cooking basics"", ""Hot water"", ""Cleaning available during stay"", ""Essentials"", ""Long term stays allowed"", ""Refrigerator"", ""Smoke alarm"", ""Kitchenette"", ""Dining table"", ""Wifi"", ""Exterior security cameras on property""]",$294.00,t,05/08/2024,08/09/2024,t,6414,488088569,41.0,44.0,48.13452003,11.66727226,4.0,1.0,2.0,4.0,1.0,365,1.0,99.0,6,23,31,280,6.0,6.0,1.0,3.83,4.0,4.5,4.33,4.17,4.8,3.67,6.0,6.0,0.0,0.0,3.46
3367,25/08/2014,within an hour,100%,17%,"['email', 'phone']",Pasing-Obermenzing,Entire rental unit,Entire home/apt,2 baths,"[""Smoke alarm"", ""Dedicated workspace"", ""TV"", ""Washer"", ""Kitchen"", ""Wifi"", ""Host greets you""]",$244.00,t,11/08/2024,11/08/2024,f,6416,20510122,2.0,2.0,48.13511006,11.45755181,4.0,2.0,2.0,2.0,1.0,365,4.2,365.0,14,14,14,14,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,1.0,1.0,0.0,0.65
3368,04/09/2020,within a few hours,88%,56%,"['email', 'phone']",Maxvorstadt,Entire rental unit,Entire home/apt,1 bath,"[""Smoke alarm"", ""Kitchen"", ""Smoking allowed"", ""Wifi""]",$181.00,t,28/07/2024,24/09/2024,f,6417,365896454,1.0,1.0,48.14702565,11.57182829,4.0,1.0,1.0,1.0,3.0,15,3.0,15.0,3,3,3,87,2.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,1.0
3369,01/06/2015,within a day,100%,73%,"['email', 'phone', 'work_email']",Ludwigsvorstadt-Isarvorstadt,Entire rental unit,Entire home/apt,1 bath,"[""Hot water kettle"", ""Coffee maker"", ""Dishes and silverware"", ""Stove"", ""Host greets you"", ""Portable heater"", ""Wine glasses"", ""Bed linens"", ""Elevator"", ""Dedicated workspace"", ""Cleaning products"", ""TV"", ""Washer"", ""Iron"", ""High chair - always at the listing"", ""Trash compactor"", ""Bathtub"", ""Cooking basics"", ""Hot water"", ""Oven"", ""Hair dryer"", ""Clothing storage"", ""Shower gel"", ""Free dryer \u2013 In unit"", ""Coffee"", ""Conditioner"", ""Essentials"", ""Dishwasher"", ""Drying rack for clothing"", ""Shampoo"", ""Refrigerator"", ""Central heating"", ""Paid parking on premises"", ""Dining table"", ""Kitchen"", ""Wifi"", ""Toaster""]",$688.00,t,28/07/2024,03/09/2024,f,6418,15797432,1.0,1.0,48.12803999,11.56414811,4.0,1.0,2.0,4.0,2.0,365,2.0,365.0,21,51,62,221,2.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,1.0
3370,03/09/2018,within a few hours,100%,67%,"['email', 'phone']",Maxvorstadt,Private room in rental unit,Private room,1 shared bath,"[""Smoke alarm"", ""Dedicated workspace"", ""TV"", ""Washer"", ""Kitchen"", ""Wifi"", ""Host greets you""]",$174.00,t,06/07/2024,06/07/2024,f,6420,213364132,2.0,2.0,48.15662589,11.5609343,2.0,1.0,1.0,1.0,1.0,3,1.0,3.0,28,31,53,104,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,1.0,0.0,0.37
3371,03/09/2018,within a few hours,100%,67%,"['email', 'phone']",Maxvorstadt,Entire rental unit,Entire home/apt,1 bath,"[""Heating"", ""Hot water kettle"", ""Dishes and silverware"", ""Host greets you"", ""Portable fans"", ""Wine glasses"", ""Dedicated workspace"", ""Cleaning products"", ""TV"", ""Washer"", ""Iron"", ""Freezer"", ""Rice maker"", ""Private entrance"", ""Hot water"", ""Oven"", ""Hair dryer"", ""Shower gel"", ""Dishwasher"", ""Shampoo"", ""Refrigerator"", ""Books and reading material"", ""Smoke alarm"", ""Dining table"", ""Kitchen"", ""Wifi"", ""Body soap""]",$436.00,t,11/08/2024,11/08/2024,f,6421,213364132,2.0,2.0,48.15537,11.56293,2.0,1.0,1.0,1.0,5.0,15,5.0,15.0,0,0,0,12,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,1.0,1.0,0.0,0.65
3372,07/07/2014,within a few hours,100%,71%,"['email', 'phone']",Bogenhausen,Entire rental unit,Entire home/apt,1 bath,"[""Smoke alarm"", ""Bathtub"", ""Free washer \u2013 In unit"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Hot water"", ""Heating"", ""Clothing storage"", ""Private patio or balcony"", ""Dining table"", ""Lockbox"", ""Essentials"", ""Kitchen"", ""Free street parking"", ""Self check-in"", ""Bed linens""]",$346.00,t,29/07/2024,01/09/2024,f,6426,17782466,3.0,3.0,48.14536,11.6023,3.0,1.0,1.0,2.0,2.0,365,2.0,365.0,26,56,86,176,4.0,4.0,1.0,4.0,4.75,4.75,4.25,4.9,4.5,4.0,2.0,2.0,0.0,0.0,2.03
